dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,smean,dmean,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_srv_dst,label
0.223362,14,6,8928,320,85.063709,31,29,296952.9375,9562.952148,4,1,17.181693,44.540602,1586.850577,67.916828,638,53,3,4,2,3,0
0.031906,72,74,4238,63516,4544.599581,31,29,1048078.688,15710649.0,7,30,0.451471,0.429233,24.207525,23.202314,59,858,2,2,7,6,0
3e-06,2,0,142,0,333333.3215,254,0,189333328.0,0.0,0,0,0.003,0.0,0.0,0.0,71,0,1,1,1,1,1
0.006256,32,24,3728,5474,8791.559907,31,29,4618925.5,6708439.5,7,7,0.208533,0.237565,13.089371,0.348201,117,228,1,3,4,1,0
0.159002,60,62,3598,48710,760.996688,31,29,178060.6406,2411290.25,7,24,2.783561,2.598525,152.263704,144.963093,60,786,10,3,3,8,0
0.047031,72,74,4238,63516,3083.07285,31,29,711020.375,10658162.0,7,30,0.667171,0.636205,0.0,37.924947,59,858,7,2,4,3,0
0.029787,52,54,3182,39076,3525.027665,31,29,838218.0,10300601.0,7,20,0.5895,0.5615,35.777542,34.433278,61,724,9,3,4,13,0
1.687885,20,20,2634,1638,23.105839,62,252,11863.36719,7379.649414,7,8,88.783212,85.316312,4515.752113,104.878086,132,82,1,1,1,1,1
0.789913,10,8,1328,354,21.521357,254,252,12112.72656,3139.586182,2,1,87.768111,105.882711,5167.313208,167.768234,133,44,1,1,1,1,1
0.780636,10,10,608,646,24.339128,254,252,5615.933594,5964.367188,2,3,86.737333,72.822,4752.165613,116.149359,61,65,2,1,1,2,0
0.265931,10,10,1542,4784,71.447102,254,252,41755.19141,129537.3594,2,3,29.547889,28.340111,1696.200353,2437.47869,154,478,1,1,1,1,1
0.751373,10,6,2516,268,19.963454,254,252,24115.85156,2384.967285,2,1,83.385556,129.434203,4151.571676,191.694391,252,45,4,2,1,3,1
2.95177,52,54,2934,3740,35.571876,31,29,7800.06543,9949.28418,11,15,57.871823,55.68402,3770.504514,104.136664,56,69,1,6,3,1,0
0.048786,10,12,528,8824,430.451364,31,29,78055.17969,1326446.125,1,4,5.383333,4.378273,502.261024,438.749005,53,735,2,5,4,3,0
4.581648,8,8,364,1102,3.273931,62,252,557.004822,1684.983276,1,2,654.521125,637.840438,51486.80133,1440.836875,46,138,1,1,2,1,1
0.484749,12,8,998,706,39.195543,254,252,15100.59863,10199.09277,3,2,44.06809,60.415285,2119.735223,81.233336,83,88,9,3,3,9,1
1.468261,18,18,2384,1418,23.837724,254,252,12270.29785,7301.154297,6,7,86.361882,83.634,4175.879453,100.789906,132,79,1,1,1,1,1
2.444982,122,126,7818,15800,101.023236,31,29,25371.14648,51288.71875,30,32,20.199273,19.555536,1214.662728,1195.858168,64,125,6,2,2,3,0
0.888169,10,8,1550,354,19.140502,254,252,12565.17676,2792.261475,2,1,98.574111,124.0105,5718.050929,175.904625,155,44,1,2,1,1,1
0.23593,10,6,1732,268,63.578181,254,252,52863.13672,7595.473145,2,1,23.752889,44.587,1203.657483,68.15582,173,45,1,1,1,1,1
0.782244,36,22,22427,1916,72.867287,62,252,222999.4688,18705.16016,15,8,22.349829,35.812332,1438.067931,43.216281,623,87,1,1,1,1,1
1.471169,14,14,794,764,18.352752,254,252,4013.135254,3860.875244,4,4,113.166844,108.066766,6756.241099,143.648812,57,55,3,18,3,1,1
1.476137,28,90,1452,99780,79.260934,62,252,7592.791016,534757.9375,6,43,54.67174,15.551124,2627.399538,1376.054984,52,1109,2,1,2,1,1
2.360831,26,124,1444,156119,63.113369,62,252,4706.817383,524764.375,2,59,94.433243,18.008456,5086.277412,2496.883907,56,1259,1,2,1,1,1
0.001061,2,2,130,162,2827.521083,31,29,490103.6563,610744.5625,0,0,0.009,0.006,0.0,0.0,65,81,4,7,9,2,0
0.671446,10,8,828,1186,25.318491,62,252,8888.279297,12367.33789,2,2,74.605111,74.29643,3938.859648,116.861422,83,148,6,1,1,4,1
0.01688,48,50,2958,33044,5746.445494,31,29,1372985.75,15347867.0,7,18,0.352447,0.333939,0.0,19.431798,62,661,7,1,3,4,0
0.084949,16,18,1540,1644,388.468368,31,29,135987.4688,146252.4531,4,4,5.640867,4.965765,388.22908,11.040842,96,91,9,7,9,9,0
1.949891,234,438,13454,548216,344.121805,31,29,54965.125,2244084.5,21,197,8.403319,4.460915,2743.347994,1998.485469,57,1252,8,5,5,11,0
1.008071,14,18,1684,10168,30.751804,31,29,12411.8252,76216.85938,3,5,77.514998,59.269294,8765.73848,7674.572486,120,565,2,1,3,2,0
1.131023,10,6,534,268,13.262329,254,252,3402.229492,1584.40625,2,1,120.797667,206.083,6764.722438,345.280031,53,45,2,1,1,2,1
2.09106,28,42,2198,34406,32.99762,31,29,8110.719238,128497.5156,5,15,77.435891,50.98217,5757.771105,4716.808097,79,819,17,10,13,9,0
0.002879,6,8,320,1838,4515.456699,31,29,741924.25,4470997.0,1,2,0.5132,0.335429,28.290434,0.533404,53,230,3,4,5,3,0
0.00099,2,2,146,178,3030.303118,31,29,589899.0,719191.9375,0,0,0.009,0.01,0.0,0.0,73,89,2,2,2,2,0
0.871912,122,126,7814,16912,283.285468,31,29,71108.09375,153942.1406,30,32,7.262966,7.027315,469.9844,466.592258,64,134,4,4,8,5,0
0.013225,8,10,1052,824,1285.4442,31,29,557126.625,448846.875,2,2,1.841429,1.414667,114.527707,2.465727,132,82,2,2,4,2,0
0.015863,48,50,2974,30506,6114.858675,31,29,1469079.0,15077098.0,7,18,0.337761,0.311918,18.653986,17.789353,62,610,11,4,2,7,0
1.157265,32,14,27090,764,38.884786,254,252,181420.8594,4908.124023,12,4,37.331128,83.262695,2794.838708,125.779086,847,55,3,1,1,4,1
0.805127,14,14,810,764,33.535081,254,252,7482.049316,7054.787598,4,4,61.932844,57.153922,3785.390229,91.487539,58,55,7,1,2,5,0
0.004328,22,14,1470,1728,8086.876354,31,29,2595194.25,2966728.25,5,4,0.227789,0.278769,13.312766,0.368148,67,123,6,2,3,10,0
0.814483,10,8,504,354,20.872136,254,252,4459.270508,3044.876465,2,1,85.601222,104.627141,5170.446419,162.878297,50,44,4,1,1,3,1
0.398872,10,6,1862,268,37.60605,254,252,33614.79297,4492.669434,2,1,44.207778,72.549398,2231.170047,107.973781,186,45,1,1,1,2,1
0.102825,22,14,1470,1728,340.384145,31,29,109234.1328,124872.3516,5,4,4.896428,7.855077,416.571752,14.970396,67,123,3,3,4,4,0
0.1422,6,2,986,86,49.226444,62,252,46244.72656,2419.128174,2,1,28.44,0.002,1878.266581,0.0,164,43,11,7,7,11,0
1.050355,12,8,1494,704,18.089123,254,252,10434.56738,4691.74707,3,2,91.450185,132.502578,5161.197097,181.140625,125,88,12,1,3,4,1
0.377383,10,10,838,5898,50.346731,62,252,16004.96094,112543.4922,2,3,41.931444,36.282333,2256.048504,2841.350822,84,590,1,1,1,1,1
5e-06,2,0,2128,0,200000.0051,254,0,1702400000.0,0.0,0,0,0.005,0.0,0.0,0.0,1064,0,1,1,1,1,1
1.113016,14,18,1684,10168,27.85225,31,29,11241.52734,69030.45313,3,5,85.590075,65.439647,8812.574439,7716.668984,120,565,2,3,7,4,0
5e-06,2,0,2640,0,200000.0051,254,0,2112000000.0,0.0,0,0,0.005,0.0,0.0,0.0,1320,0,1,2,1,4,1
1e-05,2,0,2624,0,100000.0025,254,0,1049600000.0,0.0,0,0,0.01,0.0,0.0,0.0,1312,0,4,1,20,3,1
2.558787,22,36,3074,39786,22.276179,62,252,9176.222656,120935.4219,6,16,121.847001,70.260113,6326.420425,5949.941346,140,1105,1,1,1,1,1
8e-06,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,84,0,6,1,2,1,1
8e-06,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,5,1,1,4,1
2.073077,152,26,194925,1128,85.380332,254,252,747267.9375,4187.012695,73,1,13.728986,79.038156,1511.527187,91.02007,1282,43,5,1,3,2,1
0.01298,40,42,2558,23162,6240.369744,31,29,1537750.375,13935901.0,7,14,0.332263,0.31245,0.0,18.26724,64,551,2,3,4,6,0
0.016722,16,18,1540,1644,1973.448238,31,29,690826.5,742973.375,4,4,1.095667,0.956,65.709685,1.954213,96,91,9,4,11,10,0
0.356276,6,2,978,86,19.647689,62,252,18300.41797,965.543579,2,1,71.2552,0.008,4750.889222,0.0,163,43,3,3,3,3,0
2e-06,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,57,0,16,16,16,16,1
0.583845,10,6,1610,268,25.69175,62,252,19854.58398,3069.307617,2,1,64.871667,100.529203,3147.697095,159.426984,161,45,4,1,1,2,1
0.701298,10,8,564,354,24.240765,254,252,5794.96875,3536.299805,2,1,76.163,95.58757,5708.827967,143.824641,56,44,1,1,1,1,1
0.380991,8,8,364,1412,39.371008,62,252,6698.320801,25953.36914,1,2,54.427287,52.349145,3688.655158,110.542664,46,177,1,2,2,1,1
0.341361,14,36,996,41946,143.543058,62,252,21677.93164,955727.25,2,16,26.258539,9.542315,1344.386671,1105.640615,71,1165,1,1,1,1,1
1.448966,10,8,564,354,11.732504,254,252,2804.758545,1711.565308,2,1,154.150889,195.440281,10031.842,285.059406,56,44,1,2,2,5,1
0.08301,22,24,2054,2478,542.103342,31,29,188989.2656,228888.0781,6,6,4.13265,3.582,393.950888,367.669426,93,103,2,5,2,8,0
0.672293,12,8,896,1066,28.261487,62,252,9781.449219,11102.30176,2,2,61.117545,84.26343,3773.611575,127.465531,75,133,5,2,2,5,1
0.415613,28,30,4456,3080,137.146818,31,29,82711.5625,57322.55859,7,7,15.381037,14.314241,806.161565,19.976063,159,103,3,6,3,12,0
1.018829,14,18,1684,10168,30.427089,31,29,12280.76563,75412.07031,3,5,78.264156,59.899529,8769.76716,7683.595947,120,565,1,2,3,1,0
0.07889,22,14,1470,1728,443.655705,31,29,142375.4531,162758.2656,5,4,3.756667,6.018923,395.529034,14.893775,67,123,9,6,5,6,0
0.441046,10,6,756,268,34.010058,254,252,12352.45313,4063.068359,2,1,44.271444,77.822398,2707.186931,109.093508,76,45,9,2,3,6,1
2.128674,10,8,564,354,7.986192,254,252,1909.169678,1165.044556,2,1,236.519333,277.629844,13955.12066,399.500969,56,44,3,1,2,1,1
11.785116,448,858,25160,1094788,110.732892,31,29,17041.15625,742301.0625,38,390,26.363895,13.750995,10306.25594,7452.435546,56,1276,7,2,3,11,0
0.022665,52,54,2934,3742,4632.693664,31,29,1015839.438,1296448.25,11,15,0.475702,0.42525,32.986163,0.779164,56,69,2,8,5,2,0
1.248865,34,10,34210,440,34.431263,254,252,212698.7344,2536.703369,14,1,34.487151,120.953219,3165.171887,186.894859,1006,44,2,1,1,1,0
0.328758,12,8,998,740,57.79327,254,252,22265.61719,15768.4375,3,2,28.139818,42.722855,1449.550177,59.681117,83,93,5,2,3,5,1
9e-06,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,57,0,37,7,7,37,1
0.442837,10,8,700,2894,38.388843,62,252,11381.16309,45759.5,2,2,49.204111,58.09157,2429.577113,89.14218,70,362,1,1,1,1,1
0.371591,10,8,946,1214,45.749224,62,252,18342.74805,22885.37695,2,2,41.183444,46.193,2133.573964,63.385441,95,152,4,2,2,3,1
0.395331,28,30,4840,3080,144.182977,31,29,94462.61719,60263.42578,7,7,14.630481,13.612311,813.497159,20.653125,173,103,14,4,5,5,0
9e-06,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,57,0,34,17,16,34,1
1.044025,14,18,1684,10168,29.692777,31,29,11984.3877,73592.10938,3,5,80.283,61.381176,8924.558272,7815.11082,120,565,1,3,4,4,0
0.21108,10,6,950,268,71.063104,254,252,32404.77539,8489.671875,2,1,21.081222,35.450801,1130.106792,50.664906,95,45,2,1,1,1,1
0.001069,2,2,146,178,2806.361109,31,29,546304.9375,666043.0625,0,0,0.008,0.007,0.0,0.0,73,89,2,8,3,4,0
0.00107,2,2,146,178,2803.738322,31,29,545794.375,665420.5625,0,0,0.028,0.007,0.0,0.0,73,89,3,4,2,2,0
0.001725,4,4,520,304,4057.971061,31,29,1808695.625,1057391.375,0,0,0.452333,0.206667,0.634039,0.285914,130,76,4,6,4,4,0
0.41132,10,8,822,1450,41.330351,62,252,14392.68652,24681.51367,2,2,45.702222,55.046145,2922.537349,109.625477,82,181,1,1,1,1,1
3e-06,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,39,0,8,2,2,8,0
0.266544,10,8,926,2156,63.779335,62,252,25031.51367,56636.05078,2,2,29.616,35.04643,1703.949424,59.581402,93,270,1,2,1,1,1
4.256503,40,34,8134,4396,17.150228,254,252,14906.13281,8019.728516,16,15,109.141102,127.678633,9490.17239,343.9995,203,129,5,1,2,1,1
0.440264,10,6,484,268,34.070468,254,252,7922.519531,4070.285156,2,1,45.614,80.331398,2542.40999,128.645,48,45,1,1,1,1,1
0.001077,2,2,146,178,2785.515187,31,29,542246.9375,661095.625,0,0,0.01,0.007,0.0,0.0,73,89,3,3,2,6,0
1.988455,22,20,4047,1786,20.619023,62,252,15545.73731,6827.411133,8,8,94.688333,100.599844,5897.955961,167.252156,184,89,1,1,2,1,1
0.031291,122,126,7816,15092,7893.643402,31,29,1981911.75,3828065.5,30,32,0.26435,0.246152,16.093137,14.26899,64,120,6,1,4,4,0
9.647352,4,0,180,0,0.310966,254,0,111.947815,0.0,3,0,3215.784,0.0,4547.7925,0.0,45,0,6,6,4,6,0
0.626595,10,8,564,354,27.130761,254,252,6485.848145,3957.899414,2,1,69.621667,87.591141,5404.513929,138.708812,56,44,1,1,1,1,1
2.173504,12,10,984,852,9.661817,254,252,3319.984619,2823.091064,3,2,191.893824,228.675891,11170.37781,359.438375,82,85,2,1,1,2,1
0.173769,10,6,1030,268,86.321497,254,252,42677.34766,10312.54199,2,1,17.628111,33.011801,1057.130266,53.339352,103,45,1,1,12,1,1
2.578333,26,20,4539,1732,17.453138,62,252,13543.63477,5107.17627,9,8,107.425543,132.080688,5671.375238,175.507625,175,87,1,2,1,1,1
0.253125,10,6,822,268,59.259256,254,252,23387.65234,7079.505859,2,1,26.674889,46.075801,1351.534058,71.347719,82,45,1,1,3,1,1
0.00495,4,4,568,320,1414.141422,31,29,688484.875,387878.7813,0,0,1.311333,1.154,1.847437,1.621396,142,80,11,4,6,11,0
1.037782,52,54,2934,3742,101.177323,31,29,22185.77734,28314.23242,11,15,20.749321,19.57032,1917.080086,64.921875,56,69,1,5,3,1,0
0.608923,10,8,590,354,27.918143,254,252,6976.251465,4072.764404,2,1,63.896889,75.609141,4133.33903,128.17107,59,44,6,2,2,6,0
0.024916,60,62,3614,50036,4856.317096,31,29,1141114.125,15806389.0,7,24,0.417068,0.398213,22.254738,21.65101,60,807,3,1,2,8,0
0.654258,12,20,910,18778,47.381919,62,252,10210.03906,218140.2344,2,8,59.399273,32.856053,3183.114256,0.0,76,939,1,1,1,1,1
3.927056,186,44,221613,2908,58.313402,62,252,449032.5625,5789.578613,90,8,21.342696,88.407789,2315.793926,117.447828,1191,66,1,1,1,1,1
0.129887,84,86,4862,75600,1301.130986,31,29,295949.5625,4602216.0,7,36,1.580207,1.558373,88.708269,88.400319,58,879,5,2,3,4,0
0.000979,2,2,146,178,3064.351366,31,29,596527.0625,727272.75,0,0,0.01,0.005,0.0,0.0,73,89,2,1,2,2,0
0.0,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.576,0.0,0.0,0.0,46,0,2,2,2,2,0
0.330285,6,2,986,86,21.193817,62,252,19910.07617,1041.524658,2,1,66.057,0.008,3472.495348,0.0,164,43,6,2,2,4,0
0.004424,4,4,568,312,1582.278424,31,29,770343.5625,423146.4688,0,0,1.192333,0.987,1.682679,1.385929,142,78,4,8,4,18,0
0.036146,4,4,520,304,193.659049,31,29,86316.60156,50462.01563,0,0,7.008333,7.655333,9.898552,10.813548,130,76,8,6,3,11,0
0.006315,4,4,568,320,1108.471912,31,29,539667.4375,304038.0,0,0,1.266333,1.612333,1.787331,2.273113,142,80,8,3,7,8,0
0.548323,10,6,514,268,27.35614,254,252,6755.142578,3268.146729,2,1,58.918444,92.935398,2939.38361,139.432047,51,45,2,1,1,2,1
0.409384,10,8,828,1872,41.525803,62,252,14578.0,32009.06641,2,2,45.487111,51.55543,2464.088999,65.025332,83,234,1,1,1,1,1
0.769639,52,54,2934,3742,136.427595,31,29,29915.32422,38178.9375,11,15,15.700633,14.512264,1422.934551,52.511668,56,69,1,4,5,1,0
1.005998,12,18,1580,10168,28.827095,31,29,11522.88574,76373.90625,3,5,91.423909,59.147707,9530.37871,7676.204996,132,565,2,2,1,2,0
9e-06,2,0,456,0,111111.1072,254,0,202666656.0,0.0,0,0,0.009,0.0,0.0,0.0,228,0,2,1,1,2,1
0.016799,48,50,2958,33044,5774.153512,31,29,1379606.0,15421871.0,7,18,0.366444,0.338188,0.0,19.557513,62,661,3,2,2,5,0
0.561638,10,6,1422,268,26.707595,254,252,18232.38477,3190.667236,2,1,53.873222,89.531203,2899.560518,124.548734,142,45,6,1,3,1,1
0.005758,22,24,1920,4312,7815.213518,31,29,2546717.5,5742271.5,6,6,0.258429,0.224609,16.053708,13.009274,87,180,6,1,5,2,0
0.223504,8,12,424,8824,85.009662,31,29,13279.4043,289533.9688,1,4,31.878856,20.268909,2164.585781,1725.683323,53,735,4,7,8,3,0
0.422662,10,8,1612,354,40.221265,254,252,27464.02539,5867.572754,2,1,45.037667,56.58557,3102.93386,115.296922,161,44,9,2,2,9,0
0.252463,10,6,1612,268,59.414644,254,252,45979.01172,7098.069336,2,1,25.333,43.345398,1318.213791,61.74777,161,45,6,2,2,6,1
0.706089,10,6,756,268,21.24378,254,252,7715.741211,2537.923584,2,1,73.001889,125.704203,3755.551166,186.396594,76,45,6,1,2,3,1
0.500976,10,6,554,268,29.941553,254,252,7968.445312,3577.017578,2,1,55.56,91.903398,2967.550225,153.003969,55,45,15,5,6,14,1
4e-06,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,532,0,36,13,13,36,0
0.001287,2,2,146,178,2331.002293,31,29,453768.4375,553224.5625,0,0,0.008,0.008,0.0,0.0,73,89,2,3,5,2,0
1.119801,14,18,1684,10168,27.683489,31,29,11173.41309,68612.1875,3,5,86.112767,65.840235,8816.101451,7736.057462,120,565,2,3,5,1,0
0.781396,10,6,588,268,19.196413,254,252,5426.186035,2293.331543,2,1,84.493333,132.719,4405.839875,225.8085,59,45,2,1,1,2,0
0.720656,10,6,534,268,20.81437,254,252,5339.57959,2486.623291,2,1,75.384889,108.405398,3920.213457,171.886125,53,45,8,3,3,8,0
0.406187,10,6,534,268,36.928804,254,252,9473.46875,4411.76123,2,1,39.462222,66.032797,2120.901144,89.900516,53,45,4,2,3,4,0
0.99448,20,10,6190,556,29.160968,254,252,47309.14453,4030.246826,6,3,51.752895,102.212664,3138.989801,151.742109,310,56,6,1,1,4,0
1.391114,10,8,540,354,12.220422,254,252,2794.882324,1782.743896,2,1,151.398556,192.977422,9394.910532,354.754719,54,44,2,1,1,2,0
0.300073,10,6,532,268,49.987837,254,252,12770.22559,5971.880371,2,1,30.764222,51.725398,1515.308836,70.829844,53,45,7,2,2,6,1
0.728594,10,8,564,354,23.33261,254,252,5577.866211,3403.816162,2,1,76.243667,98.486711,5591.788411,134.324109,56,44,6,1,1,1,1
0.042776,38,40,2438,19266,1800.074819,31,29,443987.2813,3513185.0,7,13,1.2134,1.083103,71.036999,68.017862,64,482,14,4,6,7,0
0.865698,22,20,5514,1688,47.360628,62,252,48645.14063,14822.72168,8,8,41.223715,39.614633,2051.818755,47.501793,251,84,1,1,1,1,1
0.027497,50,48,3062,32538,3527.657674,31,29,873113.4375,9269666.0,7,18,0.566479,0.574447,0.0,1.04429,61,678,8,6,5,11,0
2.117801,46,24,39310,1998,32.580966,62,252,145267.6719,7233.918945,20,8,47.062244,88.729391,3458.523301,115.20693,855,83,1,2,1,1,1
6e-06,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,84,0,5,1,1,2,1
0.908735,10,8,564,354,18.707324,254,252,4472.150879,2729.068604,2,1,96.242333,122.699711,7144.698484,168.29375,56,44,1,1,1,1,1
0.16604,8,12,424,8824,114.430255,31,29,17875.21094,389737.4063,1,4,23.673715,15.044545,1969.016275,1564.342556,53,735,4,5,3,5,0
0.88871,10,8,564,354,19.128849,254,252,4572.92041,2790.561523,2,1,97.672667,116.238141,7335.194098,164.324328,56,44,4,1,1,4,1
5e-06,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,57,0,26,9,9,26,1
0.005137,4,4,568,312,1362.663095,31,29,663422.25,364415.0313,0,0,1.408667,1.237667,1.982965,1.741132,142,78,7,5,4,9,0
1.311087,8,6,364,268,9.915436,62,252,1946.47644,1366.80481,1,1,187.155429,249.806797,13229.2695,458.435031,46,45,1,1,2,1,1
0.000977,2,2,146,178,3070.624396,31,29,597748.1875,728761.5,0,0,0.009,0.004,0.0,0.0,73,89,2,3,8,3,0
0.001886,4,4,520,304,3711.558772,31,29,1654294.75,967126.1875,0,0,0.51,0.194333,0.716299,0.271292,130,76,7,3,8,6,0
0.723689,16,10,972,556,34.545225,254,252,10081.67871,5538.290527,5,3,46.940133,73.883781,2529.213798,100.279234,61,56,6,1,1,6,0
0.000981,2,2,130,162,3058.103916,31,29,530071.375,660550.4375,0,0,0.008,0.005,0.0,0.0,65,81,2,2,1,2,0
0.01805,16,18,1540,1644,1828.25484,31,29,640000.0,688310.25,4,4,1.183,1.035235,72.679483,1.975012,96,91,7,7,7,11,0
37.853725,24,24,1328,1364,1.241622,254,252,269.035614,276.432495,7,10,1645.814215,1644.2445,239629.0985,7420.0305,55,57,2,18,2,2,1
5.875903,24,24,1296,1744,7.99877,62,252,1690.974121,2276.416016,7,9,255.437182,252.264781,15499.99139,489.07275,54,73,1,2,2,1,1
1.165795,14,18,1684,10168,26.591297,31,29,10732.59082,65905.24219,3,5,89.650154,68.546412,8842.205173,7741.900086,120,565,2,2,1,3,0
8e-06,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,57,0,18,20,17,18,1
0.876973,10,6,1486,268,17.10429,254,252,12205.62109,2043.392456,2,1,94.129556,165.248797,6368.349702,288.632563,149,45,1,1,1,1,1
0.047829,66,68,3926,57474,2780.739811,31,29,646804.25,9471911.0,7,27,0.742,0.717333,0.0,45.104859,59,845,3,4,5,6,0
0.001756,4,4,528,304,3986.332612,31,29,1804100.25,1038724.375,0,0,0.445667,0.227,0.625318,0.31537,132,76,3,8,3,12,0
1.1e-05,2,0,702,0,90909.0902,254,0,255272720.0,0.0,0,0,0.011,0.0,0.0,0.0,351,0,5,1,1,1,1
0.991684,10,8,564,354,17.142557,254,252,4098.07959,2500.796631,2,1,110.187111,131.919719,6768.745634,184.432703,56,44,6,1,1,1,1
0.547736,10,6,534,268,27.385456,254,252,7025.282227,3271.64917,2,1,53.624889,100.736,2964.698035,159.305859,53,45,4,1,1,4,0
1.272507,10,8,564,354,13.359455,254,252,3193.695801,1948.908813,2,1,135.729667,165.368859,9141.887309,234.401469,56,44,2,1,1,1,1
2.714063,14,12,700,682,9.211282,254,252,1915.946777,1845.204102,4,4,205.637077,234.201094,14938.03288,427.903219,50,57,1,2,4,1,1
0.253193,16,18,1272,2572,130.335361,31,29,37694.56641,76779.375,4,4,16.856467,14.860883,1176.927363,31.454838,80,143,5,2,6,8,0
0.082416,22,24,1920,4312,546.010497,31,29,177926.625,401184.25,6,6,3.904952,3.558609,385.805694,365.904109,87,180,3,4,5,2,0
0.042935,68,70,4014,59460,3190.870004,31,29,736927.9375,10920881.0,7,28,0.645364,0.624,0.0,41.195829,59,849,8,3,4,11,0
0.447787,10,10,1464,1058,42.430889,62,252,23546.91016,17025.95313,2,2,49.754111,43.880332,3530.042297,96.691242,146,106,2,2,2,2,1
0.000984,2,2,130,162,3048.780357,31,29,528455.25,658536.5625,0,0,0.001,0.008,0.0,0.0,65,81,5,4,3,3,0
0.645716,122,126,7816,15132,382.521102,31,29,96042.21875,185988.8906,30,32,5.515991,5.218057,509.78396,514.757511,64,120,11,2,2,8,0
0.636757,10,14,522,9357,36.120529,62,252,5904.921387,109165.6563,2,5,70.750778,46.118082,3826.575387,4050.012136,52,668,1,1,1,1,1
0.385923,10,8,852,1510,44.050238,62,252,15899.54492,27404.42969,2,2,42.880333,48.274145,2080.863497,72.257656,85,189,1,1,1,1,1
1.055702,16,10,860,556,23.680926,254,252,6115.362305,3796.526123,4,3,70.380131,116.403555,4337.541059,198.229547,54,56,1,1,1,1,1
0.014155,16,18,1540,1644,2331.331611,31,29,816107.375,877711.0,4,4,0.922933,0.805824,65.562256,1.506047,96,91,21,8,18,6,0
0.690676,10,6,844,268,21.717854,254,252,8802.969727,2594.55957,2,1,69.831889,120.645,3847.512415,172.290469,84,45,1,1,1,1,1
5e-06,2,0,92,0,200000.0051,254,0,73600000.0,0.0,0,0,0.005,0.0,0.0,0.0,46,0,1,1,21,1,1
0.001055,2,2,130,162,2843.601894,31,29,492891.0,614218.0,0,0,0.01,0.005,0.0,0.0,65,81,3,4,4,3,0
0.041109,64,66,3806,54798,3137.999024,31,29,729183.375,10502421.0,7,26,0.641145,0.642905,37.517811,37.083211,59,830,7,6,2,11,0
1.380606,12,10,1046,816,15.210711,254,252,5556.97998,4258.999023,3,2,119.694824,142.827672,7001.161667,224.188594,87,82,7,3,1,4,1
1.386396,38,34,12954,3978,51.211917,254,252,72787.28125,22279.34766,16,14,37.470163,40.186937,2285.286291,63.89175,341,117,8,2,2,3,0
0.947056,58,24,53718,1872,85.528206,62,252,445946.1875,15154.33106,26,8,16.615018,40.288086,1280.176469,48.066801,926,78,3,1,1,2,1
1.510289,10,8,564,354,11.256124,254,252,2690.875732,1642.069824,2,1,161.531444,203.058578,10872.29156,279.839688,56,44,4,1,1,2,1
0.000966,2,2,146,178,3105.589993,31,29,604554.875,737060.0,0,0,0.005,0.003,0.0,0.0,73,89,4,4,4,4,0
0.688714,52,42,37502,3380,135.034276,31,29,427242.6563,38332.3125,18,8,13.497471,16.783658,989.801181,30.994564,721,80,1,2,2,1,0
1.134284,10,8,628,354,14.987428,254,252,3991.945557,2186.401367,2,1,116.148333,134.690281,6225.32964,230.645813,63,44,7,1,3,3,0
4e-06,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,57,0,36,32,32,36,1
8e-06,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,12,2,2,9,1
0.022216,52,54,3182,39076,4726.323442,31,29,1123874.75,13810947.0,7,20,0.424569,0.407792,24.32263,24.494582,61,724,6,2,7,2,0
0.023562,52,54,2934,3740,4456.328137,31,29,977166.6875,1246413.75,11,15,0.4651,0.413774,31.913513,0.743149,56,69,1,6,8,1,0
0.890093,10,6,588,268,16.852171,254,252,4763.546875,2013.272705,2,1,96.698333,155.960406,5095.827344,257.028672,59,45,4,1,2,1,0
0.287992,10,8,822,2472,59.029417,62,252,20556.12695,60085.00391,2,2,31.999111,37.68557,1600.813139,61.902434,82,309,1,1,1,1,1
0.034917,60,62,3614,45696,3465.360645,31,29,814273.8125,10300770.0,7,24,0.586237,0.571767,37.108787,35.326657,60,737,6,5,3,2,0
